Team_away, Conf_away, AjdEM_away, AdjO_away, AdjD_away, AdjT_away, Luck_away, SOS_AdjEM_away, SOS_OppO_away, SOS_OppD_away, NCSOS_AdjEM_away,Team_home, Conf_home, AjdEM_home, AdjO_home, AdjD_home, AdjT_home, Luck_home, SOS_AdjEM_home, SOS_OppO_home, SOS_OppD_home, NCSOS_AdjEM_home,Date,Away_Team,Away_Score,Home_Team,Home_Score,Spread,Total
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Houston,Amer,27.7,116.8,89.1,63.6,-0.012,5.89,105.5,99.6,0.18,2021-11-22,Butler,52.0,Houston,70.0,-18.0,122.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Villanova,BE,24.56,117.5,92.9,62.3,0.06,11.46,109.1,97.6,8.65,2022-01-16,Butler,42.0,Villanova,82.0,-40.0,124.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Connecticut,BE,18.55,113.8,95.3,64.8,-0.038,7.39,105.7,98.3,-3.58,2022-01-18,Butler,59.0,Connecticut,76.0,-17.0,135.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Oklahoma,B12,16.48,111.0,94.6,65.1,-0.054,11.73,107.5,95.8,-2.04,2021-12-07,Butler,66.0,Oklahoma,62.0,4.0,128.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Providence,BE,15.89,111.5,95.6,65.2,0.164,7.74,106.7,99.0,0.26,2022-01-23,Butler,62.0,Providence,69.0,-7.0,131.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Providence,BE,15.89,111.5,95.6,65.2,0.164,7.74,106.7,99.0,0.26,2022-03-10,Butler,61.0,Providence,65.0,-4.0,126.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Creighton,BE,13.78,105.9,92.2,67.2,0.086,9.11,107.5,98.4,-0.67,2022-02-08,Butler,52.0,Creighton,54.0,-2.0,106.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Seton Hall,BE,13.61,107.1,93.5,67.3,0.033,8.91,107.5,98.6,0.99,2022-02-23,Butler,60.0,Seton Hall,66.0,-6.0,126.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Xavier,BE,13.36,111.2,97.8,68.6,0.01,7.92,106.4,98.4,0.98,2022-02-02,Butler,66.0,Xavier,68.0,-2.0,134.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Xavier,BE,13.36,111.2,97.8,68.6,0.01,7.92,106.4,98.4,0.98,2022-03-09,Butler,89.0,Xavier,82.0,7.0,171.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,St. John's,BE,13.07,110.3,97.2,73.6,-0.101,6.71,105.8,99.1,-7.17,2022-02-18,Butler,57.0,St. John's,91.0,-34.0,148.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Marquette,BE,13.06,109.2,96.2,70.9,0.021,9.5,107.3,97.8,4.04,2022-02-26,Butler,56.0,Marquette,64.0,-8.0,120.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,DePaul,BE,6.74,106.9,100.2,68.8,-0.025,6.63,105.9,99.3,-7.91,2022-02-15,Butler,73.0,DePaul,71.0,2.0,144.0
Butler,BE,3.89,102.6,98.7,63.9,0.008,10.49,108.2,97.7,2.0,Georgetown,BE,-0.48,104.9,105.4,70.1,-0.11,8.39,106.5,98.1,-1.94,2022-01-13,Butler,72.0,Georgetown,58.0,14.0,130.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Arizona,P12,25.96,118.6,92.6,72.2,0.048,6.45,105.9,99.5,-0.78,2022-01-15,Utah,64.0,Arizona,82.0,-18.0,146.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,TCU,B12,17.02,108.7,91.7,65.9,0.014,11.74,108.0,96.2,-5.0,2021-12-08,Utah,62.0,TCU,76.0,-14.0,138.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Washington St.,P12,14.46,107.7,93.3,66.3,-0.084,5.09,105.7,100.6,-3.37,2022-01-26,Utah,54.0,Washington St.,71.0,-17.0,125.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,USC,P12,14.14,109.8,95.6,66.2,0.06,5.14,104.8,99.7,-4.72,2021-12-01,Utah,73.0,USC,93.0,-20.0,166.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Colorado,P12,10.64,106.5,95.9,67.4,0.041,5.01,105.5,100.5,-7.62,2022-02-12,Utah,76.0,Colorado,81.0,-5.0,157.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Oregon,P12,10.33,110.0,99.6,67.9,0.014,7.47,106.3,98.8,3.17,2022-01-01,Utah,66.0,Oregon,79.0,-13.0,145.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Arizona St.,P12,7.94,101.2,93.2,67.3,0.005,9.71,107.4,97.7,8.35,2022-01-17,Utah,62.0,Arizona St.,64.0,-2.0,126.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Stanford,P12,6.09,105.2,99.1,65.8,0.075,8.67,106.8,98.2,1.52,2022-02-17,Utah,60.0,Stanford,56.0,4.0,116.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Washington,P12,5.17,104.1,98.9,69.5,0.078,5.82,105.9,100.1,-2.3,2022-01-29,Utah,73.0,Washington,77.0,-4.0,150.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Washington,P12,5.17,104.1,98.9,69.5,0.078,5.82,105.9,100.1,-2.3,2022-03-09,Utah,70.0,Washington,82.0,-12.0,152.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Boston College,ACC,4.55,104.5,100.0,64.9,-0.08,5.61,105.7,100.1,-6.99,2021-11-20,Utah,68.0,Boston College,61.0,7.0,129.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Missouri,SEC,3.01,104.1,101.1,65.6,-0.02,10.34,107.1,96.7,2.07,2021-12-18,Utah,75.0,Missouri,83.0,-8.0,158.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,California,P12,2.38,100.5,98.2,64.1,-0.048,6.07,105.8,99.7,-2.67,2022-02-19,Utah,60.0,California,58.0,2.0,118.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Tulsa,Amer,-0.27,103.6,103.9,66.5,-0.066,2.79,103.5,100.7,-6.08,2021-11-21,Utah,72.0,Tulsa,58.0,14.0,130.0
Utah,P12,3.86,107.3,103.5,66.2,-0.121,6.09,105.4,99.3,-1.26,Oregon St.,P12,-5.36,105.4,110.8,66.6,-0.108,8.12,106.5,98.3,1.69,2021-12-30,Utah,76.0,Oregon St.,88.0,-12.0,164.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Kansas,B12,27.49,119.2,91.7,69.3,0.041,12.6,108.0,95.4,4.13,2021-12-18,Stephen F. Austin,72.0,Kansas,80.0,-8.0,152.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Saint Louis,A10,11.45,109.3,97.8,67.9,-0.021,3.38,104.8,101.4,2.33,2021-11-24,Stephen F. Austin,68.0,Saint Louis,79.0,-11.0,147.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,New Mexico St.,WAC,10.61,107.1,96.5,66.1,0.085,1.21,102.5,101.3,3.48,2022-03-02,Stephen F. Austin,73.0,New Mexico St.,71.0,2.0,144.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Buffalo,MAC,3.39,106.9,103.5,71.0,-0.033,-3.45,101.8,105.2,5.36,2021-11-23,Stephen F. Austin,79.0,Buffalo,78.0,1.0,157.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Abilene Christian,WAC,3.38,104.1,100.7,70.3,0.04,-2.21,100.6,102.8,-2.82,2022-01-06,Stephen F. Austin,64.0,Abilene Christian,58.0,6.0,122.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Seattle,WAC,2.92,99.9,96.9,70.5,0.043,-5.77,100.0,105.8,-9.96,2022-01-26,Stephen F. Austin,62.0,Seattle,70.0,-8.0,132.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Sam Houston St.,WAC,2.31,100.6,98.3,64.8,-0.004,-1.07,101.6,102.7,3.3,2022-01-15,Stephen F. Austin,41.0,Sam Houston St.,49.0,-8.0,90.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,UNC Asheville,BSth,-2.97,102.3,105.3,66.8,-0.036,-5.35,100.3,105.6,-0.46,2022-03-19,Stephen F. Austin,68.0,UNC Asheville,80.0,-12.0,148.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Tarleton St.,WAC,-3.39,99.6,103.0,63.1,-0.037,-0.48,101.8,102.3,8.55,2022-01-08,Stephen F. Austin,71.0,Tarleton St.,77.0,-6.0,148.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Cal Baptist,WAC,-4.41,98.8,103.2,67.4,-0.008,-5.02,99.7,104.7,-9.44,2022-01-29,Stephen F. Austin,81.0,Cal Baptist,77.0,4.0,158.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,UT Rio Grande Valley,WAC,-11.8,99.9,111.7,71.8,-0.071,-1.47,100.6,102.0,-0.31,2022-03-05,Stephen F. Austin,93.0,UT Rio Grande Valley,63.0,30.0,156.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Northwestern St.,Slnd,-15.42,98.4,113.8,71.2,-0.06,-4.65,100.7,105.4,6.27,2021-11-28,Stephen F. Austin,72.0,Northwestern St.,68.0,4.0,140.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Chicago St.,WAC,-17.64,95.5,113.1,65.6,0.04,-2.01,100.4,102.4,-5.14,2022-02-10,Stephen F. Austin,81.0,Chicago St.,61.0,20.0,142.0
Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,Lamar,WAC,-20.15,92.0,112.2,66.1,-0.065,-1.86,100.8,102.7,-1.0,2022-02-19,Stephen F. Austin,70.0,Lamar,56.0,14.0,126.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,LSU,SEC,18.65,107.3,88.7,68.6,-0.052,9.1,107.2,98.1,-1.21,2021-11-15,Liberty,58.0,LSU,74.0,-16.0,132.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,BYU,WCC,12.94,110.1,97.2,68.0,0.026,5.01,105.0,100.0,5.74,2021-12-25,Liberty,75.0,BYU,80.0,-5.0,155.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Iona,MAAC,8.95,108.0,99.0,69.2,-0.006,-0.97,101.7,102.7,3.66,2021-11-19,Liberty,50.0,Iona,54.0,-4.0,104.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Northern Iowa,MVC,8.45,110.6,102.2,67.3,0.04,4.16,104.7,100.6,4.37,2021-12-22,Liberty,76.0,Northern Iowa,74.0,2.0,150.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Stanford,P12,6.09,105.2,99.1,65.8,0.075,8.67,106.8,98.2,1.52,2021-12-23,Liberty,76.0,Stanford,79.0,-3.0,155.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Stephen F. Austin,WAC,3.84,102.3,98.4,69.1,0.03,-1.88,101.9,103.8,3.09,2021-12-11,Liberty,51.0,Stephen F. Austin,63.0,-12.0,114.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Jacksonville,ASun,0.49,100.2,99.7,61.5,0.047,-5.37,101.6,107.0,-3.25,2022-02-12,Liberty,69.0,Jacksonville,73.0,-4.0,142.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,East Carolina,Amer,-0.86,102.7,103.5,67.7,0.074,1.11,102.2,101.1,-8.14,2021-12-17,Liberty,74.0,East Carolina,64.0,10.0,138.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Bellarmine,ASun,-2.48,107.9,110.4,62.0,0.113,-1.46,103.2,104.7,12.84,2022-02-03,Liberty,66.0,Bellarmine,53.0,13.0,119.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Florida Gulf Coast,ASun,-2.96,104.4,107.4,70.2,0.072,-6.07,100.2,106.2,-5.85,2022-01-15,Liberty,78.0,Florida Gulf Coast,75.0,3.0,153.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Kennesaw St.,ASun,-4.32,104.7,109.0,66.2,-0.116,-2.13,102.2,104.3,6.36,2022-01-31,Liberty,65.0,Kennesaw St.,50.0,15.0,115.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Eastern Kentucky,ASun,-7.95,101.2,109.2,70.9,-0.12,-6.22,100.1,106.3,-5.62,2022-02-05,Liberty,91.0,Eastern Kentucky,84.0,7.0,175.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,North Florida,ASun,-8.63,97.2,105.8,67.7,0.003,1.24,103.8,102.6,14.05,2022-02-15,Liberty,69.0,North Florida,72.0,-3.0,141.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Stetson,ASun,-12.44,96.6,109.0,65.7,-0.009,-3.99,101.8,105.8,-0.96,2022-01-04,Liberty,75.0,Stetson,59.0,16.0,134.0
Liberty,ASun,3.83,104.9,101.1,65.3,-0.034,-5.08,100.7,105.8,-0.64,Central Arkansas,ASun,-14.14,98.7,112.9,71.9,0.098,-1.2,103.0,104.2,8.37,2022-02-21,Liberty,85.0,Central Arkansas,66.0,19.0,151.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,San Francisco,WCC,17.38,110.5,93.1,68.9,-0.042,5.18,105.5,100.3,2.23,2021-12-22,Southern Illinois,52.0,San Francisco,64.0,-12.0,116.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Loyola Chicago,MVC,16.52,108.6,92.1,64.7,0.012,3.12,104.7,101.6,3.15,2022-01-25,Southern Illinois,47.0,Loyola Chicago,59.0,-12.0,106.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Missouri St.,MVC,11.4,113.2,101.7,67.1,-0.04,0.77,103.8,103.0,-3.01,2022-01-12,Southern Illinois,76.0,Missouri St.,81.0,-5.0,157.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Colorado,P12,10.64,106.5,95.9,67.4,0.041,5.01,105.5,100.5,-7.62,2021-11-19,Southern Illinois,67.0,Colorado,63.0,4.0,130.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Drake,MVC,9.48,108.8,99.3,66.2,-0.006,0.69,103.7,103.0,-4.51,2022-02-26,Southern Illinois,60.0,Drake,62.0,-2.0,122.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Drake,MVC,9.48,108.8,99.3,66.2,-0.006,0.69,103.7,103.0,-4.51,2022-03-04,Southern Illinois,52.0,Drake,65.0,-13.0,117.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Northern Iowa,MVC,8.45,110.6,102.2,67.3,0.04,4.16,104.7,100.6,4.37,2022-02-09,Southern Illinois,44.0,Northern Iowa,53.0,-9.0,97.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Bradley,MVC,7.99,104.8,96.8,67.2,-0.09,1.21,103.7,102.5,-2.27,2022-01-22,Southern Illinois,62.0,Bradley,70.0,-8.0,132.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Tulsa,Amer,-0.27,103.6,103.9,66.5,-0.066,2.79,103.5,100.7,-6.08,2021-12-11,Southern Illinois,65.0,Tulsa,69.0,-4.0,134.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Illinois St.,MVC,-1.5,105.0,106.5,68.0,-0.103,0.42,103.2,102.7,-5.48,2022-02-05,Southern Illinois,75.0,Illinois St.,69.0,6.0,144.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Valparaiso,MVC,-2.63,102.7,105.4,65.1,-0.024,0.32,103.2,102.9,-5.49,2022-01-08,Southern Illinois,63.0,Valparaiso,60.0,3.0,123.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Indiana St.,MVC,-4.78,98.3,103.0,69.2,-0.066,2.52,104.5,102.0,-0.13,2022-02-19,Southern Illinois,76.0,Indiana St.,72.0,4.0,148.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Evansville,MVC,-14.19,92.6,106.8,64.1,-0.065,2.11,104.2,102.1,-2.55,2021-12-01,Southern Illinois,54.0,Evansville,52.0,2.0,106.0
Southern Illinois,MVC,3.7,102.5,98.8,62.1,-0.071,0.21,102.9,102.7,-5.76,Little Rock,SB,-15.18,96.9,112.1,66.7,0.075,-0.21,102.1,102.3,3.9,2021-11-09,Southern Illinois,66.0,Little Rock,69.0,-3.0,135.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Ohio St.,B10,16.24,115.5,99.3,65.0,-0.017,9.83,108.3,98.4,2.31,2021-11-09,Akron,66.0,Ohio St.,67.0,-1.0,133.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Toledo,MAC,8.04,110.2,102.1,68.8,0.039,-3.93,101.9,105.8,2.05,2022-01-28,Akron,76.0,Toledo,84.0,-8.0,160.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Toledo,MAC,8.04,110.2,102.1,68.8,0.039,-3.93,101.9,105.8,2.05,2022-03-11,Akron,70.0,Toledo,62.0,8.0,132.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Ohio,MAC,3.12,104.2,101.1,67.6,0.034,-5.85,100.8,106.7,-4.56,2022-02-25,Akron,91.0,Ohio,83.0,8.0,174.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Kent St.,MAC,1.58,101.6,100.0,66.0,0.056,-3.56,102.4,105.9,0.3,2022-01-14,Akron,55.0,Kent St.,67.0,-12.0,122.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Kent St.,MAC,1.58,101.6,100.0,66.0,0.056,-3.56,102.4,105.9,0.3,2022-03-12,Akron,75.0,Kent St.,55.0,20.0,130.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Wright St.,Horz,-0.28,106.3,106.6,68.9,0.003,-6.76,100.2,107.0,-0.23,2021-12-15,Akron,66.0,Wright St.,48.0,18.0,114.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Miami OH,MAC,-8.17,103.5,111.7,67.7,-0.043,-4.95,100.8,105.8,-3.73,2022-02-06,Akron,71.0,Miami OH,59.0,12.0,130.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Ball St.,MAC,-8.39,101.4,109.8,69.9,0.021,-5.4,100.8,106.2,-5.98,2022-03-01,Akron,79.0,Ball St.,60.0,19.0,139.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Bowling Green,MAC,-10.22,102.8,113.0,72.8,-0.011,-5.5,101.1,106.6,-8.17,2022-01-20,Akron,91.0,Bowling Green,66.0,25.0,157.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Eastern Michigan,MAC,-13.6,93.7,107.4,69.2,0.025,-3.56,101.9,105.4,0.31,2022-02-19,Akron,67.0,Eastern Michigan,48.0,19.0,115.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Central Michigan,MAC,-13.77,96.2,110.0,67.5,-0.001,-1.74,103.4,105.1,2.93,2022-01-25,Akron,60.0,Central Michigan,56.0,4.0,116.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Evansville,MVC,-14.19,92.6,106.8,64.1,-0.065,2.11,104.2,102.1,-2.55,2021-11-24,Akron,69.0,Evansville,60.0,9.0,129.0
Akron,MAC,3.62,105.6,102.0,62.1,0.013,-5.13,100.7,105.8,-4.48,Western Michigan,MAC,-15.21,96.9,112.1,64.0,-0.024,-2.48,103.4,105.9,4.56,2022-02-15,Akron,57.0,Western Michigan,61.0,-4.0,118.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,North Carolina,ACC,20.13,114.4,94.3,70.2,0.072,9.9,109.0,99.1,3.79,2022-02-21,Louisville,63.0,North Carolina,70.0,-7.0,133.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Virginia Tech,ACC,18.86,115.0,96.1,63.3,-0.062,7.88,107.4,99.5,-0.53,2022-03-01,Louisville,43.0,Virginia Tech,75.0,-32.0,118.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Wake Forest,ACC,15.56,110.7,95.1,70.6,-0.001,4.3,106.3,102.0,-9.39,2022-02-26,Louisville,77.0,Wake Forest,99.0,-22.0,176.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Notre Dame,ACC,15.25,112.4,97.2,65.6,0.017,7.81,107.1,99.3,2.7,2022-02-09,Louisville,57.0,Notre Dame,63.0,-6.0,120.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Michigan St.,B10,14.76,111.9,97.1,67.5,0.052,10.93,109.4,98.5,3.91,2021-12-01,Louisville,64.0,Michigan St.,73.0,-9.0,137.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Syracuse,ACC,11.45,115.4,104.0,67.6,-0.065,8.15,107.4,99.3,3.25,2022-02-05,Louisville,69.0,Syracuse,92.0,-23.0,161.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Virginia,ACC,11.23,107.6,96.4,59.5,0.025,7.03,107.3,100.2,-4.06,2022-01-24,Louisville,52.0,Virginia,64.0,-12.0,116.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Virginia,ACC,11.23,107.6,96.4,59.5,0.025,7.03,107.3,100.2,-4.06,2022-03-09,Louisville,50.0,Virginia,51.0,-1.0,101.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Maryland,B10,10.06,109.4,99.3,66.6,-0.035,9.02,108.5,99.5,-0.52,2021-11-27,Louisville,63.0,Maryland,55.0,8.0,118.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Florida St.,ACC,6.2,105.3,99.1,67.8,0.075,7.96,109.1,101.1,0.04,2022-01-08,Louisville,70.0,Florida St.,79.0,-9.0,149.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Western Kentucky,CUSA,4.9,106.6,101.7,68.6,-0.033,-1.24,102.3,103.5,-1.29,2021-12-18,Louisville,72.0,Western Kentucky,82.0,-10.0,154.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,N.C. State,ACC,3.55,109.6,106.0,66.9,-0.076,6.72,107.0,100.3,-3.18,2021-12-04,Louisville,73.0,N.C. State,68.0,5.0,141.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Georgia Tech,ACC,1.2,100.4,99.2,68.0,-0.021,6.42,107.0,100.6,-6.33,2022-01-02,Louisville,67.0,Georgia Tech,64.0,3.0,131.0
Louisville,ACC,3.59,103.0,99.4,67.0,0.001,7.52,107.6,100.1,1.52,Pittsburgh,ACC,-1.76,99.7,101.5,64.0,0.05,7.0,107.5,100.5,0.3,2022-01-15,Louisville,53.0,Pittsburgh,65.0,-12.0,118.0
N.C. State,ACC,3.55,109.6,106.0,66.9,-0.076,6.72,107.0,100.3,-3.18,Duke,ACC,25.15,121.1,95.9,67.3,-0.01,8.22,107.8,99.6,-4.58,2022-01-15,N.C. State,73.0,Duke,88.0,-15.0,161.0
N.C. State,ACC,3.55,109.6,106.0,66.9,-0.076,6.72,107.0,100.3,-3.18,North Carolina,ACC,20.13,114.4,94.3,70.2,0.072,9.9,109.0,99.1,3.79,2022-01-29,N.C. State,80.0,North Carolina,100.0,-20.0,180.0
N.C. State,ACC,3.55,109.6,106.0,66.9,-0.076,6.72,107.0,100.3,-3.18,Virginia Tech,ACC,18.86,115.0,96.1,63.3,-0.062,7.88,107.4,99.5,-0.53,2022-01-04,N.C. State,68.0,Virginia Tech,63.0,5.0,131.0
N.C. State,ACC,3.55,109.6,106.0,66.9,-0.076,6.72,107.0,100.3,-3.18,Wake Forest,ACC,15.56,110.7,95.1,70.6,-0.001,4.3,106.3,102.0,-9.39,2022-03-02,N.C. State,76.0,Wake Forest,101.0,-25.0,177.0
N.C. State,ACC,3.55,109.6,106.0,66.9,-0.076,6.72,107.0,100.3,-3.18,Notre Dame,ACC,15.25,112.4,97.2,65.6,0.017,7.81,107.1,99.3,2.7,2022-01-26,N.C. State,65.0,Notre Dame,73.0,-8.0,138.0
N.C. State,ACC,3.55,109.6,106.0,66.9,-0.076,6.72,107.0,100.3,-3.18,Miami FL,ACC,14.8,113.9,99.1,67.7,0.088,8.63,107.5,98.8,0.38,2021-12-29,N.C. State,83.0,Miami FL,91.0,-8.0,174.0
